Decade,ID,Name,Location,lat,lng,Start Year,End Year,ImageUrl,Url,Hotttnesss,HotttnessRank,Primary_Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10,Genre11,Genre12,Familiarity,FamiliarityRank,Discovery,DiscoveryRank,Similar1ID,Similar1ID,Similar1Name,Similar2ID,Similar2Name,Similar3ID,Similar3Name
1900-1910,AR8UYYT1187FB36431,Christoph Willibald Gluck,"Munich, Germany",11.571,48.1345,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1910-1920,ARB1DDF1187FB4FCFB,Louis Armstrong,"Salzburg, Salzburg, AT",13.0477,47.7972,1914,1971,187487992eee93ac0b73456f4d3295e6ea370c68.jpg,http://www.udiscovermusic.com/artists/louis-armstrong,0.702898,1547,new orleans jazz,jazz christmas,swing,vocal jazz,lounge,dixieland,cabaret,big band,ragtime,jazz,,,0.775517,188,0.354406563,239541,,ARYBXCB11F50C4E0E0,Louis Armstrong And His Orchestra,ARQYMRM1187FB55281,King Oliver,AR9J8SD1187FB3DAA4,Bix Beiderbecke
1910-1920,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1910-1920,AR5V9Y81187FB57DBA,Frederic Chopin,"Salt Lake City, Utah",-111.891,40.7608,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1910-1920,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1910-1920,ARMI36C1187B99A462,Duke Ellington,"Honfleur, Lower Normandy, FR",0.2331,49.4189,1914,1974,e9e25f9e482adf23cbd68ce65b93bfb796487f5e.jpg,http://www.DukeEllington.com,0.641269,2988,big band,jazz christmas,swing,stride,jazz,cool jazz,bebop,,,,,,0.757731,266,0.337764873,293223,,ARLKW7S1187FB3D889,Count Basie,ARAXYNO12F1299D2CE,The Duke Ellington Band,ARPNSY01187B993D1C,Earl Hines
1910-1920,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"London, England",-81.276247,42.98876,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1910-1920,AR5BFVK1187FB369A9,Erik Satie,"Venice, Italy",12.3309,45.4389,1891,1925,8df0ab319da424e35faec8aefe42666ff71b960e.jpg,http://www.myspace.com/satieerik,0.624021,3710,minimal,classical,modern classical,romantic,,,,,,,,,0.653325,1455,0.407137513,110439,,AR3S3WU1187FB37BCD,Claude Debussy,AR6VPKS1187B9B1DD0,Maurice Ravel,ARPSZEW1187FB48350,Camille Saint-Saens
1910-1920,ARB4A7P1187FB57487,London Symphony Orchestra,"Raiding, Austria",16.5303,47.5562,1904,2050,e942c74e74a5cd145ff9365aa05be33f1581a694.jpg,http://lso.co.uk,0.623345,3745,minimal,classical,modern classical,romantic,,,,,,,,,0.602649,2939,0.443592353,57242,,ARRKHGI11F4C83B639,Royal Philharmonic Orchestra,ARNTQYY11F4C847F41,Berlin Philharmonic,ARVZQ761187FB3A889,Berliner Philharmoniker
1910-1920,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Omaha, NE",-95.9378,41.2586,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1910-1920,AR8KUJL1187FB46AD6,Franz Liszt,"Berching, Germany",11.4414,49.1069,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1920-1930,ARB1DDF1187FB4FCFB,Louis Armstrong,"New Orleans, LA, US",-89.9354,30.0533,1914,1971,187487992eee93ac0b73456f4d3295e6ea370c68.jpg,http://www.udiscovermusic.com/artists/louis-armstrong,0.702898,1547,new orleans jazz,jazz christmas,swing,vocal jazz,lounge,dixieland,cabaret,big band,ragtime,jazz,,,0.775517,188,0.354406563,239541,,ARYBXCB11F50C4E0E0,Louis Armstrong And His Orchestra,ARQYMRM1187FB55281,King Oliver,AR9J8SD1187FB3DAA4,Bix Beiderbecke
1920-1930,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1920-1930,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1920-1930,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1920-1930,ARMI36C1187B99A462,Duke Ellington,Washington D.C. ,-77.0364,38.8951,1914,1974,e9e25f9e482adf23cbd68ce65b93bfb796487f5e.jpg,http://www.DukeEllington.com,0.641269,2988,big band,jazz christmas,swing,stride,jazz,cool jazz,bebop,,,,,,0.757731,266,0.337764873,293223,,ARLKW7S1187FB3D889,Count Basie,ARAXYNO12F1299D2CE,The Duke Ellington Band,ARPNSY01187B993D1C,Earl Hines
1920-1930,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1920-1930,ARRL2QH1187B9AC814,Bing Crosby,"tacoma, washington",-122.4443,47.2529,1926,1977,29ad263783e79fef9116b6c97a2271901848e9f1.jpg,http://bingcrosby.com,0.634741,3220,christmas,adult standards,lounge,cabaret,easy listening,,,,,,,,0.697901,755,0.38067425,173221,,AR0IWIR1187B98BF54,Dick Haymes,ARX5KSY1187FB3CBDC,Perry Como,ARRFQCJ1187FB55C2D,Johnny Mercer
1920-1930,AR5BFVK1187FB369A9,Erik Satie,"Honfleur, Lower Normandy, FR",0.2331,49.4189,1891,1925,8df0ab319da424e35faec8aefe42666ff71b960e.jpg,http://www.myspace.com/satieerik,0.624021,3710,minimal,classical,modern classical,romantic,,,,,,,,,0.653325,1455,0.407137513,110439,,AR3S3WU1187FB37BCD,Claude Debussy,AR6VPKS1187B9B1DD0,Maurice Ravel,ARPSZEW1187FB48350,Camille Saint-Saens
1920-1930,AREWAAS1187B98C490,Robert Johnson,"Hazlehurst, MS, US",-90.3959,31.8604,1929,1938,ec4640d494630c33ca6f14e0e711c91a7461c3fd.jpg,http://robertjohnsonbluesfoundation.org,0.623444,3740,traditional blues,delta blues,acoustic blues,blues,country blues,piedmont blues,blues-rock,classic rock,,,,,0.736301,397,0.344937698,266753,,ARTDUXM1187B9899ED,Charley Patton,AR06M3F1187FB38BED,Mississippi Fred McDowell,ARGETJ81187B9B4F2F,Son House
1920-1930,ARB4A7P1187FB57487,London Symphony Orchestra,"London, England",-81.276247,42.98876,1904,2050,e942c74e74a5cd145ff9365aa05be33f1581a694.jpg,http://lso.co.uk,0.623345,3745,traditional blues,delta blues,acoustic blues,blues,country blues,piedmont blues,blues-rock,classic rock,,,,,0.602649,2939,0.443592353,57242,,ARRKHGI11F4C83B639,Royal Philharmonic Orchestra,ARNTQYY11F4C847F41,Berlin Philharmonic,ARVZQ761187FB3A889,Berliner Philharmoniker
1930-1940,ARP06NU1187FB37604,Banda El Recodo,"Mazatlan, Mexico",-106.4062,23.2329,1938,2050,986a068303af8b336af8b1e39ebf7107234b4c35.jpg,http://www.bandaelrecodo.com.mx,0.765232,682,regional mexican,banda,grupera,ranchera,norteno,mariachi,,,,,,,0.545006,6170,0.596173425,1509,,ARLNZDA122988EDC3E,La Arrolladora Banda El Limón,AR1YYH11187FB433FE,Sergio Vega,ARPO9OE1187B9B623E,Julio Preciado
1930-1940,ARTASUV1187B9A2B67,Frank Sinatra,"Hoboken, NJ",-74.0324,40.744,1935,1995,6e842df4553e17b5cfb4d5bf490f17c77a45c138.jpg,http://sinatra.com,0.756218,787,christmas,lounge,adult standards,jazz christmas,vocal jazz,swing,easy listening,,,,,,0.807269,97,0.349907824,251140,,AR4ZNBW1187FB554B8,Tony Bennett,ARHOUWH11F4C83C276,Sammy Davis, Jr.,ARBY7AW1187FB369F8
1930-1940,AR34E0O1187B9A45AC,Ravi Shankar,"Varanasi, India",83,25.3333,1939,2012,aef030e0f417e665e66a538829ab8884d4b0ec08.jpg,http://www.ravishankar.org/,0.731713,1101,indian classical,hindustani classical,,,,,,,,,,,0.646398,1590,0.483340534,19216,,ARRDQGM1241B9C44CA,The Ravi Shankar Project,ARRRRE31187FB3E821,Ali Akbar Khan,AR7AQA11187B9B97CB,Zakir Hussain
1930-1940,ARIJE1A1187B9A458D,Ella Fitzgerald,"Newport News, VA",-76.428,36.9788,1934,1994,08088eb6f5096dba562ae21130f22160805baf1e.jpg,http://ellafitzgerald.com,0.720204,1266,vocal jazz,jazz christmas,lounge,cabaret,christmas,adult standards,swing,,,,,,0.76432,238,0.37337471,190506,,ARKG7TE1187B9A45D8,Dinah Washington,ARLPFWM1187FB4CCCB,Blossom Dearie,AR96V8H1187FB395B7,Sarah Vaughan
1930-1940,ARB1DDF1187FB4FCFB,Louis Armstrong,"New Orleans, LA, US",-89.9354,30.0533,1914,1971,187487992eee93ac0b73456f4d3295e6ea370c68.jpg,http://www.udiscovermusic.com/artists/louis-armstrong,0.702898,1547,new orleans jazz,jazz christmas,swing,vocal jazz,lounge,dixieland,cabaret,big band,ragtime,jazz,,,0.775517,188,0.354406563,239541,,ARYBXCB11F50C4E0E0,Louis Armstrong And His Orchestra,ARQYMRM1187FB55281,King Oliver,AR9J8SD1187FB3DAA4,Bix Beiderbecke
1930-1940,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1930-1940,ARCS4GZ1187FB469EB,Slim Dusty,"Kempsey, New South Wales, AU",152.8309,-31.079,1938,2003,646593cbfabde20cf746215526b9464739f2a097.jpg,http://www.slimdusty.com.au/,0.685195,1861,australian country,australian pop,,,,,,,,,,,0.462029,17534,0.602086277,1397,,AREQUJ71187FB3DEEB,John Williamson,AR4VW7A1187FB493FE,Lee Kernaghan,ARNAMBH1187B98F6A4,Troy Cassar-Daley
1930-1940,ARKBH7U1187B9AC392,London Philharmonic Orchestra,"London, UK",-0.092703,51.514456,1932,2050,62ca02f925f680a9b611b49556f54d8090a28a8e.jpg,http://www.lpo.co.uk,0.659549,2451,classical christmas,deep orchestral,children's christmas,,,,,,,,,,0.561927,5027,0.500729032,11439,,AROCFXT11E2835CEF3,Philharmonia Orchestra,ARCZWOA1187FB3DDF6,Howard Blake,AR3D0Z311C8A42214D,Tasmanian Symphony Orchestra
1930-1940,ARLNCBR1187FB58F3D,Disney,"Baja California, MX",-115.242835,30.358706,1930,2010,58e3f3fe88891c341ddec8a431f049b0d2d80cd0.jpg,http://disneychannel.com,0.654696,2578,children's music,hollywood,movie tunes,,,,,,,,,,0.463553,17165,0.574058477,2042,,ARYG8CZ1187FB570E1,The Muppets,ARM8SE61187B999FAF,Sesame Street,ARZQ8LL1187FB3EFAD,Raffi
1930-1940,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1940-1950,ARP06NU1187FB37604,Banda El Recodo,"Mazatlan, Mexico",-106.4062,23.2329,1938,2050,986a068303af8b336af8b1e39ebf7107234b4c35.jpg,http://www.bandaelrecodo.com.mx,0.765232,682,regional mexican,banda,grupera,ranchera,norteno,mariachi,,,,,,,0.545006,6170,0.596173425,1509,,ARLNZDA122988EDC3E,La Arrolladora Banda El Limón,AR1YYH11187FB433FE,Sergio Vega,ARPO9OE1187B9B623E,Julio Preciado
1940-1950,ARTASUV1187B9A2B67,Frank Sinatra,"Hoboken, NJ",-74.0324,40.744,1935,1995,6e842df4553e17b5cfb4d5bf490f17c77a45c138.jpg,http://sinatra.com,0.756218,787,christmas,lounge,adult standards,jazz christmas,vocal jazz,swing,easy listening,,,,,,0.807269,97,0.349907824,251140,,AR4ZNBW1187FB554B8,Tony Bennett,ARHOUWH11F4C83C276,Sammy Davis, Jr.,ARBY7AW1187FB369F8
1940-1950,ARBVKHX1187FB42704,Lata Mangeshkar,"Indore, India",75.8333,22.7179,1942,2050,c2cdf99f4982211e2a17742f730e84d801922635.jpg,http://timesofindia.indiatimes.com/articleshow/30899862.cms,0.756041,791,filmi,indian pop,,,,,,,,,,,0.63121,1956,0.512836976,8110,,ARTZQWA1269FB30E9B,Mukesh & Lata Mangeshkar,ARB9NNP1187B998734,Manna Dey,AR3UL6M1187FB53D1F,Mohammed Rafi
1940-1950,AR4ZNBW1187FB554B8,Tony Bennett,"astoria, new york",-73.9301,40.772,1949,2050,c882c14abeea4a113bc029e342b5413b445fcc66.jpg,http://www.tonybennett.com,0.754015,814,christmas,jazz christmas,adult standards,lounge,vocal jazz,cabaret,easy listening,,,,,,0.716543,560,0.43532011,67526,,ARHOUWH11F4C83C276,Sammy Davis,ARBY7AW1187FB369F8,Mel Torme,ARTASUV1187B9A2B67,Frank Sinatra
1940-1950,AR7RTGF1187FB38793,Miles Davis,"Alton, IL",-90.1843,38.8906,1944,1975,87321e29d600e4f09ba669cafddc71c532d93e1b.jpg,http://www.milesdavis.com/,0.751111,853,jazz,cool jazz,bebop,contemporary post-bop,jazz fusion,jazz christmas,,,,,,,0.821477,66,0.333083084,310199,,AR5DF1C1187FB4E94C,Miles Davis Quintet,ARQOBKF1187B9B32AB,Miles Davis Quartet,ARJIHGN11F50C4E142,Miles Davis Nonet
1940-1950,ARITVXN1187FB40521,Asha Bhosle,"Bombay, India",72.8826,19.0728,1948,2050,58e3f3fe88891c341ddec8a431f049b0d2d80cd0.jpg,http://www.asha-bhonsle.com/,0.747392,896,indian pop,filmi,world christmas,,,,,,,,,,0.591431,3399,0.54164538,3637,,AR3UL6M1187FB53D1F,Mohammed Rafi,ARBVKHX1187FB42704,Lata Mangeshkar,ARPF30C1187FB3EDF8,Kishore Kumar
1940-1950,AR34E0O1187B9A45AC,Ravi Shankar,"Varanasi, India",83,25.3333,1939,2012,aef030e0f417e665e66a538829ab8884d4b0ec08.jpg,http://www.ravishankar.org/,0.731713,1101,indian classical,hindustani classical,,,,,,,,,,,0.646398,1590,0.483340534,19216,,ARRDQGM1241B9C44CA,The Ravi Shankar Project,ARRRRE31187FB3E821,Ali Akbar Khan,AR7AQA11187B9B97CB,Zakir Hussain
1940-1950,ARPF30C1187FB3EDF8,Kishore Kumar,"Khandwa, India",76.352,21.8245,1946,1987,a27ed028a91a9502c0607d2dfd77849a0acf26f6.jpg,http://en.wikipedia.org/wiki/kishore_kumar,0.73117,1110,filmi,indian pop,,,,,,,,,,,0.58866,3530,0.532252846,4585,,ARZBHNP1241B9CDCAD,Kishore,ARBVKHX1187FB42704,Lata Mangeshkar,AR3UL6M1187FB53D1F,Mohammed Rafi
1940-1950,AR3UL6M1187FB53D1F,Mohammed Rafi,"Mumbai, India",72.8826,19.0728,1944,1980,c2c69fc14dc2f97c1520a6e70b8166dd2856d2ad.jpg,http://en.wikipedia.org/wiki/Mohammed_Rafi,0.728315,1157,qawwali,filmi,indian pop,,,,,,,,,,0.5809,3903,0.536771937,4085,,ARB9NNP1187B998734,Manna Dey,ARITVXN1187FB40521,Asha Bhosle,ARBVKHX1187FB42704,Lata Mangeshkar
1940-1950,ARIJE1A1187B9A458D,Ella Fitzgerald,"Newport News, VA",-76.428,36.9788,1934,1994,08088eb6f5096dba562ae21130f22160805baf1e.jpg,http://ellafitzgerald.com,0.720204,1266,vocal jazz,jazz christmas,lounge,cabaret,christmas,adult standards,swing,,,,,,0.76432,238,0.37337471,190506,,ARKG7TE1187B9A45D8,Dinah Washington,ARLPFWM1187FB4CCCB,Blossom Dearie,AR96V8H1187FB395B7,Sarah Vaughan
1950-1960,ARVNNXD1187B9AE50D,Marvin Gaye,"Washington, DC",-77.0364,38.8951,1959,1984,9615b471ae7971293fa3bda6c825751d07628dc1.jpg,http://www.myspace.com/marvingaye70s,0.854942,135,soul,motown,soul christmas,quiet storm,funk,classic funk rock,funk rock,,,,,,0.810936,84,0.391378724,145619,,AR76ZQP1187FB56A79,The Temptations,ARHAS6X1187B9901C6,Smokey Robinson,ARXKTYG11F50C4DA68,The Temptations Review
1950-1960,AR5FP401187FB523C9,Bob Dylan,"London, UK",-0.092703,51.514456,1959,2050,9fea3139e3d92557b6a065a201bd2a72c36ad20d.jpg,http://www.bobdylan.com,0.832029,223,folk,traditional folk,singer-songwriter,folk rock,roots rock,folk christmas,,,,,,,0.870288,12,0.310126003,397166,,ARGF9VF1187FB37DAE,The Band,ARNAQSX1187B9ADBE4,Van Morrison,AREI0AM1187FB54C33,Tim Hardin
1950-1960,ARULZ741187B9AD2EF,Elvis Presley,"Duluth, MN, US",-92.1319,46.8008,1953,1977,16045a251c9e9f5772d4aeb3f6fa23fe4fdeb54a.jpg,http://www.elvis.com/,0.820063,277,rock-and-roll,rockabilly,christmas,,,,,,,,,,0.834144,46,0.349224798,253020,,ARRXT411187B9A53EB,Jerry Lee Lewis,ARFSZXM1187FB5A941,Roy Orbison,ARQLMAT11F50C4ECFC,Rick Nelson
1950-1960,ARH861H1187B9B799E,Johnny Cash,"London, England",-81.276247,42.98876,1954,2003,63e350b46a04447ea63400959d808360559da740.jpg,http://johnnycash.com,0.793941,424,traditional country,rockabilly,country christmas,,,,,,,,,,0.847954,31,0.322430857,346447,,AR470HW1187FB3B8DF,Merle Haggard,ARMM6WZ1187FB4958D,Willie Nelson,ARGPFYP1187B98F5CB,The Highwaymen
1950-1960,ARP06NU1187FB37604,Banda El Recodo,"London, England",-81.276247,42.98876,1938,2050,986a068303af8b336af8b1e39ebf7107234b4c35.jpg,http://www.bandaelrecodo.com.mx,0.765232,682,regional mexican,banda,grupera,ranchera,norteno,mariachi,,,,,,,0.545006,6170,0.596173425,1509,,ARLNZDA122988EDC3E,La Arrolladora Banda El Limón,AR1YYH11187FB433FE,Sergio Vega,ARPO9OE1187B9B623E,Julio Preciado
1950-1960,ARTASUV1187B9A2B67,Frank Sinatra,"Liverpool, England, GB",-2.9582,53.3933,1935,1995,6e842df4553e17b5cfb4d5bf490f17c77a45c138.jpg,http://sinatra.com,0.756218,787,christmas,lounge,adult standards,jazz christmas,vocal jazz,swing,easy listening,,,,,,0.807269,97,0.349907824,251140,,AR4ZNBW1187FB554B8,Tony Bennett,ARHOUWH11F4C83C276,Sammy Davis, Jr.,ARBY7AW1187FB369F8
1950-1960,ARBVKHX1187FB42704,Lata Mangeshkar,"Memphis, TN",-90.049,35.1495,1942,2050,c2cdf99f4982211e2a17742f730e84d801922635.jpg,http://timesofindia.indiatimes.com/articleshow/30899862.cms,0.756041,791,filmi,indian pop,,,,,,,,,,,0.63121,1956,0.512836976,8110,,ARTZQWA1269FB30E9B,Mukesh & Lata Mangeshkar,ARB9NNP1187B998734,Manna Dey,AR3UL6M1187FB53D1F,Mohammed Rafi
1950-1960,AR4ZNBW1187FB554B8,Tony Bennett,"London, UK",-0.092703,51.514456,1949,2050,c882c14abeea4a113bc029e342b5413b445fcc66.jpg,http://www.tonybennett.com,0.754015,814,christmas,jazz christmas,adult standards,lounge,vocal jazz,cabaret,easy listening,,,,,,0.716543,560,0.43532011,67526,,ARHOUWH11F4C83C276,Sammy Davis,ARBY7AW1187FB369F8,Mel Torme,ARTASUV1187B9A2B67,Frank Sinatra
1950-1960,AR7RTGF1187FB38793,Miles Davis,"Freehold, NJ, US",-74.2738,40.2601,1944,1975,87321e29d600e4f09ba669cafddc71c532d93e1b.jpg,http://www.milesdavis.com/,0.751111,853,jazz,cool jazz,bebop,contemporary post-bop,jazz fusion,jazz christmas,,,,,,,0.821477,66,0.333083084,310199,,AR5DF1C1187FB4E94C,Miles Davis Quintet,ARQOBKF1187B9B32AB,Miles Davis Quartet,ARJIHGN11F50C4E142,Miles Davis Nonet
1950-1960,ARNAQSX1187B9ADBE4,Van Morrison,"la honda, ca",-122.2741,37.3191,1958,2050,c5c7f6dec12ae6f2b7cc92cc51ee341047f323d3.jpg,http://www.vanmorrison.com/,0.748535,881,folk rock,singer-songwriter,mellow gold,roots rock,folk-pop,country rock,soft rock,folk,traditional folk,blues-rock,classic rock,rock,0.770796,213,0.381922724,170249,,ARVHQNN1187B9B9FA3,Cat Stevens,ARUNKLR1187B9B5DFC,Steve Winwood,ARJNCO31187FB3B7FA,Jackson Browne
1960-1970,ARVNNXD1187B9AE50D,Marvin Gaye,"New York City, NY",-74.006,40.7143,1959,1984,9615b471ae7971293fa3bda6c825751d07628dc1.jpg,http://www.myspace.com/marvingaye70s,0.854942,135,soul,motown,soul christmas,quiet storm,funk,classic funk rock,funk rock,,,,,,0.810936,84,0.391378724,145619,,AR76ZQP1187FB56A79,The Temptations,ARHAS6X1187B9901C6,Smokey Robinson,ARXKTYG11F50C4DA68,The Temptations Review
1960-1970,ARDIBRT1187B9AF176,Led Zeppelin,"Gary, IN",-87.3464,41.5934,1968,1980,f0959931aeb8aa174ef264d0b1ab7dd99cd22c03.jpg,http://www.ledzeppelin.com,0.853206,141,rock,classic rock,blues-rock,album rock,hard rock,,,,,,,,0.878806,8,0.30666924,416625,,ARXPE8V1187B99AEC9,Deep Purple,AR12F2S1187FB56EEF,Aerosmith,ARHAO311187FB3E38E,Thin Lizzy
1960-1970,AR5FP401187FB523C9,Bob Dylan,"Washington, DC",-77.0364,38.8951,1959,2050,9fea3139e3d92557b6a065a201bd2a72c36ad20d.jpg,http://www.bobdylan.com,0.832029,223,folk,traditional folk,singer-songwriter,folk rock,roots rock,folk christmas,,,,,,,0.870288,12,0.310126003,397166,,ARGF9VF1187FB37DAE,The Band,ARNAQSX1187B9ADBE4,Van Morrison,AREI0AM1187FB54C33,Tim Hardin
1960-1970,AR6BJ1V1187B9AE3B7,Fleetwood Mac,"London, UK",-0.092703,51.514456,1967,1995,675ffe882cfe489111ef712d054692b616740459.jpg,http://fleetwoodmac.com,0.830363,231,mellow gold,soft rock,folk rock,british blues,singer-songwriter,classic rock,album rock,blues-rock,rock,roots rock,,,0.811302,83,0.379717396,175484,,AR1DP8P1187B9AF08C,Christine McVie,AROJTFQ1187B9AFE0A,Peter Frampton,ARUIHX41187B98BE59,The Doobie Brothers
1960-1970,ARYGO6R1187B9A7822,Rod Stewart,"Gary, IN",-87.3464,41.5934,1961,2050,f89bfd24595170826c7ea1d13ce4f228713fac0b.jpg,http://www.rodstewart.com/,0.824559,260,mellow gold,soft rock,singer-songwriter,folk rock,glam rock,classic rock,roots rock,folk christmas,blues-rock,album rock,rock,,0.758201,263,0.433820509,69419,,ARUAG4R1187FB53500,Joe Cocker,ARUNKLR1187B9B5DFC,Steve Winwood,ARYNX5Z1187B999686,Paul Carrack
1960-1970,AR6XZ861187FB4CECD,The Beatles,"Kingston, Canada ",-76.5052,44.2485,1960,1970,fce3a73bfc6028030554cd0af14e42b227e2e80b.jpg,http://thebeatles.com,0.824269,265,british invasion,merseybeat,,,,,,,,,,,0.904557,1,0.261060395,705141,,ARXRNDO1187FB42BE5,The Hollies,ARZ9FGC1187B98B47D,The Zombies,ARY1LTC1187B9B1DC4,The Monkees
1960-1970,ARULZ741187B9AD2EF,Elvis Presley,"San Lorenzo, San Lorenzo, PR",-57.510905,-25.336371,1953,1977,16045a251c9e9f5772d4aeb3f6fa23fe4fdeb54a.jpg,http://www.elvis.com/,0.820063,277,rock-and-roll,rockabilly,christmas,,,,,,,,,,0.834144,46,0.349224798,253020,,ARRXT411187B9A53EB,Jerry Lee Lewis,ARFSZXM1187FB5A941,Roy Orbison,ARQLMAT11F50C4ECFC,Rick Nelson
